,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx1,Fft_gx2,Fft_gx3,Fft_gy1,Fft_gy2,Fft_gy3,Fft_gz1,Fft_gz2,Fft_gz3
10,0.03,-0.01,0.0,8.69,-108.94,-17.44,-9.24,-3.19,0.0,-0.71,0.01,0.67,0.24,571518,5778,W,0.016874085055827173,0.003267534033891837,0.0013999517762125348,0.004173734400459535,0.004559020455686415,0.007143654140993497,0.007646901953282002,0.003994640658648771,0.005139367643129279
11,0.03,-0.01,0.0,16.63,-111.25,-31.94,-9.24,-3.19,0.0,-0.71,0.01,0.67,0.24,571559,5819,W,0.015042381932250012,0.0036024238884469666,0.0007035595040943717,0.022667400802626296,0.012402979035541014,0.010847393844656373,0.026876115492136414,0.014644515465777412,0.009922174636701656
12,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.24,-3.19,0.0,-0.71,0.01,0.67,0.24,571601,5861,W,0.014955292563551825,0.00440547318542793,0.0012471529819962893,0.05740598609253995,0.02443993827937474,0.019860235775685818,0.06991404171725506,0.03239996536180352,0.026055973527900837
13,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.2,-3.23,-0.07,-0.71,0.01,0.67,0.24,571643,5903,W,0.017998861265620485,0.005786031070633072,0.0032646358984014597,0.11126468847532732,0.03829777259400106,0.030580002674232137,0.14441269359986675,0.053888736204792335,0.04457532857198607
14,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.13,-3.27,-0.03,-0.71,0.01,0.67,0.24,571687,5947,W,0.02514989774573771,0.00754650954015216,0.00578273554971056,0.18315696494105924,0.05331641358243182,0.04201593266189014,0.2512677760603809,0.07799527211203665,0.06624158270457796
15,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.16,-3.23,-0.03,-0.71,0.01,0.67,0.24,571729,5989,W,0.03575802910492602,0.008676876324919498,0.010001275758660076,0.2697730052235187,0.064528316540939,0.05989899102554514,0.3849223730842598,0.09723152073097,0.0964099062894261
16,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.24,-3.15,0.0,-0.71,0.01,0.67,0.24,571772,6032,W,0.04825395795920696,0.00940778113433309,0.015621635403926208,0.36454444165678684,0.07149745216628109,0.0833958225971282,0.5326340961912904,0.11037344086183873,0.1310332001509613
17,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.39,-3.11,-0.11,-0.71,0.01,0.67,0.24,571813,6073,W,0.06074736388590064,0.009742256442073306,0.021456129884372167,0.458506633106868,0.0759103028652124,0.1084575081753669,0.6842925013537756,0.12064193990613178,0.16436734328108357
18,-0.01,-0.55,0.47,16.63,-111.25,-31.94,-9.39,-3.11,-0.11,-0.71,0.01,0.67,0.24,571855,6115,W,0.07087172069678872,0.009605271291722787,0.026839042433097055,0.5426058810091537,0.07937957004022315,0.13276800395883373,0.8351930253489507,0.13213369000124156,0.19866130099201365
19,-0.01,-0.55,0.47,16.63,-111.25,-31.94,-9.55,-3.15,0.16,-0.71,0.01,0.67,0.24,571899,6159,W,0.07648029658274964,0.008882861344843678,0.031336854675797124,0.6090861243977851,0.0838025523194501,0.1531725671558004,0.9814737334887017,0.1509160088785212,0.2289050816591504
20,0.23,-1.6,2.52,16.63,-111.25,-31.94,-9.55,-3.15,0.16,-0.71,0.01,0.67,0.24,571941,6201,W,0.07617148578054984,0.007715508330333054,0.03471718385622525,0.6520420302867856,0.08973056942536982,0.16648527200602853,1.1188542111365651,0.17693600440988028,0.25025615125946654
21,0.23,-1.6,2.52,16.63,-111.25,-31.94,-13.3,-3.04,1.08,-0.71,0.01,0.67,0.24,571983,6243,W,0.06965614023433148,0.0065286387699947145,0.03652121316250241,0.667648717613382,0.09605781088089799,0.1721926011264221,1.240432895706632,0.20518137667784728,0.2656812727422202
22,0.23,-1.6,2.52,16.63,-111.25,-31.94,-14.11,-2.16,1.23,-0.71,0.01,0.67,0.24,572026,6286,W,0.05707982453256132,0.006736321549829334,0.03400201140823442,0.6543783951614336,0.10127195550393277,0.16894738159108727,1.3357689356328801,0.2318531269221128,0.26805222874781853
